id|utterance|description|emotion|date_created|status|gender|age|level|audio_recording|user_id
772|Queen Victoria has been called the Mother of Confederation.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Queen Victoria} and {called the Mother}.|Happy|2022-07-28 13:21:50.655982|Complete|Female|20s|2|wavs/recorded_audio_59nMHfK.webm|3
773|He was instead appointed as chair of the party's election campaign.|Placing emphasis on {chair} and {election campaign}, {user_id} said {transcription}, in an {emotion} voice.|Sarcastic|2022-07-28 13:22:21.192873|Complete|Female|20s|3|wavs/recorded_audio_dx0q9mS.webm|3
774|It is the county seat of Bladen County.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Bladen County}.|Disgust|2022-07-28 13:23:42.482010|Complete|Female|20s|3|wavs/recorded_audio_UOFTagZ.webm|3
775|Two minutes later, Yzerman scored on the power-play to tie the score.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Two minutes} and {tie the score}.|Angry|2022-07-28 13:24:31.000073|Complete|Female|20s|9|wavs/recorded_audio_xD1sXbm.webm|3
776|Initial establishment of the connection was made using contact names.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {contact names}.|Angry|2022-07-28 13:24:55.504230|Complete|Female|20s|8|wavs/recorded_audio_SNwhysQ.webm|3
777|The main mast of a brigantine is the aft one.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {main mast}.|Sarcastic|2022-07-28 13:27:04.697353|Complete|Female|20s|3|wavs/recorded_audio_EEP0cPG.webm|3
778|Six species of butterfly are known to occur on Christmas Island.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Six}, {occur} and {Christmas Island}.|Surprised|2022-07-28 13:27:45.665297|Complete|Female|20s|5|wavs/recorded_audio_7ipAeYF.webm|3
779|Toomsboro was founded as a depot on the Central of Georgia Railway.|Placing emphasis on {depot} and {Railway}, {user_id} said {transcription}, in an {emotion} voice.|Surprised|2022-07-28 13:29:10.956992|Complete|Female|20s|6|wavs/recorded_audio_BMp15gK.webm|3
780|During the summer, the males spend most of their time establishing their territories.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {most} and {establishing}.|Happy|2022-07-28 13:29:40.107387|Complete|Female|20s|3|wavs/recorded_audio_x2woP32.webm|3
781|Sime never played sports professionally.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {professionally}.|Happy|2022-07-28 13:30:43.071917|Complete|Female|20s|2|wavs/recorded_audio_GQseOat.webm|3
782|But there it is.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {But}.|Angry|2022-07-28 13:30:56.997858|Complete|Female|20s|9|wavs/recorded_audio_u5Nvy54.webm|3
783|Hawkins was also a noted lecturer on zoological topics.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Hawkins}, {also} and {lecturer}.|Sarcastic|2022-07-28 13:31:43.919774|Complete|Female|20s|3|wavs/recorded_audio_V0bOGla.webm|3
784|The party's current leader is Elizabeth Hanson.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {current}.|Happy|2022-07-28 13:32:11.061181|Complete|Female|20s|1|wavs/recorded_audio_R35s78l.webm|3
785|He later apologised for his remark.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {apologised}.|Neutral|2022-07-28 13:32:28.011928|Complete|Female|20s|0|wavs/recorded_audio_BiAPuBP.webm|3
786|He has also recorded tributes to Octavia Butler and others.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {also} and {tributes}.|Sarcastic|2022-07-28 13:33:41.542377|Complete|Female|20s|2|wavs/recorded_audio_wy3Jkvt.webm|3
787|It is near the river Alazani, northwest of Telavi and northeast of Tbilisi.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {It is near}, {Telavi} and {Tbilisi}.|Sarcastic|2022-07-28 13:40:38.542667|Complete|Female|20s|2|wavs/recorded_audio_vPRtT8a.webm|3
788|"Therefore, no ""rendaku"" can occur if the second element contains a voiced obstruent."|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Word} and {Word}.|Sarcastic|2022-07-28 13:43:16.483658|Needs Updating|Female|20s|2|wavs/recorded_audio_fSTGOww.webm|3
789|"There is also a public pier called ""Wong Shek Pier""."|"{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {also} and {""Wong Shek Pier""}."|Excited|2022-07-28 13:44:59.430842|Complete|Female|20s|7|wavs/recorded_audio_ghJj0Zb.webm|3
790|"The video footage in ""Sewer Shark"" was directed by visual effects artist John Dykstra."|"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {in ""Sewer Shark""} and {visual effects artist John Dykstra}."|Disgust|2022-07-28 13:47:09.318305|Complete|Female|20s|4|wavs/recorded_audio_qtvRDK4.webm|3
791|"The ""No"" side narrowly won the referendum."|"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {""No""}."|Happy|2022-07-28 13:47:54.641447|Complete|Female|20s|2|wavs/recorded_audio_q94Ct39.webm|3
792|During later life he did not reside in his benefice.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {life} and {benefice}.|Surprised|2022-07-28 13:48:41.045871|Complete|Female|20s|4|wavs/recorded_audio_q8D0vrx.webm|3
793|WaterAid has achieved many other significant milestones since its inception.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {many}.|Neutral|2022-07-28 13:49:05.859231|Complete|Female|20s|0|wavs/recorded_audio_Eay9bRj.webm|3
794|Of course I got out directly and took his arm.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Of course} and {his arm}.|Excited|2022-07-28 13:49:31.953566|Complete|Female|20s|6|wavs/recorded_audio_R9Duktf.webm|3
795|Players just turn the Digital Crown to drive the car to switch lanes.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {turn} and {lanes}.|Excited|2022-07-28 13:50:02.710287|Complete|Female|20s|9|wavs/recorded_audio_GWgQxJx.webm|3
796|The council sits during the tournament.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Word} and {Word}.|Excited|2022-07-28 13:50:45.096283|Needs Updating|Female|20s|7|wavs/recorded_audio_6F2MnbY.webm|3
797|The town of Hayq is to the west of the lake.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {The town} and {west}.|Sad|2022-07-28 13:52:11.300034|Complete|Female|20s|7|wavs/recorded_audio_z2yvcRI.webm|3
798|She was replaced in May by New Zealand comedian Cal Wilson.|Placing emphasis on {Word} and {Word}, {user_id} said {transcription}, in an {emotion} voice.|Excited|2022-07-28 13:52:46.732236|Needs Updating|Female|20s|7|wavs/recorded_audio_t10bZGK.webm|3
799|Hearing of the bill, Georgie Russell rides to Philadelphia to fetch Crockett.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {rides}.|Happy|2022-07-28 13:54:02.680937|Complete|Female|20s|2|wavs/recorded_audio_BoFqGL1.webm|3
800|Tyneham is only accessible when the Lulworth Ranges are open to the public.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {only} and {public}.|Disgust|2022-07-28 13:55:45.742041|Complete|Female|20s|5|wavs/recorded_audio_iN9lpc6.webm|3
801|Ellis also admitted sharing exit-poll data with his cousins by phone.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {cousins}.|Neutral|2022-07-28 13:56:15.334638|Complete|Female|20s|0|wavs/recorded_audio_mNQTB2g.webm|3
802|He was nephew of the eminent Humanist Simon Grynaeus.|Placing emphasis on {He}, {nephew} and {Grynaeus}, {user_id} said {transcription}, in an {emotion} voice.|Disgust|2022-07-28 14:00:27.774873|Complete|Female|20s|5|wavs/recorded_audio_OG5x7YX.webm|3
803|Newcomb's daughter Anna Josepha studied at the Art Students' League in New York.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Newcomb's daughter}, {Anna Josepha} and {Art Students' League in New York}.|Surprised|2022-07-28 14:02:18.100239|Complete|Female|20s|4|wavs/recorded_audio_Eg1nIgQ.webm|3
804|The textile industry in Huaibei is ranked second in Anhui.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {ranked second}.|Sad|2022-07-28 14:04:21.535418|Complete|Female|20s|6|wavs/recorded_audio_ePuBOHp.webm|3
805|First we choose a spin direction for our electron or positron.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {First} and {spin direction}.|Angry|2022-07-28 14:06:19.088164|Complete|Female|20s|8|wavs/recorded_audio_NrJKUfM.webm|3
806|On recent tours, Chris Arp has played lead guitar.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {recent} and {lead guitar}.|Sarcastic|2022-07-28 14:06:48.847796|Complete|Female|20s|3|wavs/recorded_audio_v8I9KMp.webm|3
807|Central Desktop is offered in three editions - Workgroup, Enterprise and Community.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {three editions} and {Workgroup, Enterprise and Community}.|Angry|2022-07-28 14:07:19.623323|Complete|Female|20s|9|wavs/recorded_audio_BANKTAw.webm|3
808|It premiered on television and was later released on home video.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {television} and {home video}.|Excited|2022-07-28 14:07:52.445593|Complete|Female|20s|8|wavs/recorded_audio_8YdBZ83.webm|3
809|The full text of the report is available through several websites.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {report} and {several websites}.|Sad|2022-07-28 14:08:44.257141|Complete|Female|20s|8|wavs/recorded_audio_6N7Omzm.webm|3
810|Many variants of this airliner have been built.|Placing emphasis on {airliner}, {user_id} said {transcription}, in an {emotion} voice.|Neutral|2022-07-28 14:09:03.904173|Complete|Female|20s|0|wavs/recorded_audio_qAyuIM6.webm|3
811|In catch wrestling biceps slicer variation is called short-arm scissors.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {short-arm scissors}.|Disgust|2022-07-28 14:10:03.664374|Complete|Female|20s|3|wavs/recorded_audio_ROSR4KW.webm|3
812|The neighborhood is largely residential.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {largely}.|Sad|2022-07-28 14:10:37.329017|Complete|Female|20s|7|wavs/recorded_audio_ftw4QjU.webm|3
813|Price later served as treasurer of the United States under President Buchanan.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Price}, {United States} and {President Buchanan}.|Disgust|2022-07-28 14:11:27.336957|Complete|Female|20s|2|wavs/recorded_audio_UfjXOIf.webm|3
814|"This was followed by another revival tour of ""Gypsy""."|Placing emphasis on {Word} and {Word}, {user_id} said {transcription}, in an {emotion} voice.|Angry|2022-07-28 14:12:05.634727|Needs Updating|Female|20s|8|wavs/recorded_audio_AIcbdSW.webm|3
815|Iso means forward.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Iso}.|Neutral|2022-07-28 14:12:39.832949|Complete|Female|20s|0|wavs/recorded_audio_sAFnMYX.webm|3
816|The formation lasted three years.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {three years}.|Excited|2022-07-28 14:12:57.655670|Complete|Female|20s|10|wavs/recorded_audio_hRRJEcc.webm|3
817|He also competed in the inaugural season of Superleague Formula.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {also}, {inaugural season} and {Superleague}.|Surprised|2022-07-28 14:16:39.405369|Complete|Female|20s|5|wavs/recorded_audio_IthLA2p.webm|3
818|At the beginning, Air Commodore L. O.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {beginning} and {L. O.}.|Disgust|2022-07-28 14:17:31.864258|Complete|Female|20s|3|wavs/recorded_audio_jBSPPAn.webm|3
819|And the film begins with a figure running towards a motorway bridge.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {begins} and {motorway bridge}.|Angry|2022-07-28 14:17:56.013598|Complete|Female|20s|9|wavs/recorded_audio_bqDJooz.webm|3
820|It is the first album on which the band worked with producer Scott Litt.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {first} and {producer Scott Litt}.|Angry|2022-07-28 14:18:19.872826|Complete|Female|20s|9|wavs/recorded_audio_2R0kv6M.webm|3
821|An ultimatum game is a form of Hobson's choice.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {ultimatum} and {Hobson's choice}.|Angry|2022-07-28 14:18:52.523601|Complete|Female|20s|8|wavs/recorded_audio_0CQyKuq.webm|3
822|It is grown as an ornamental plant in southern China and occasionally elsewhere.|Placing emphasis on {grown}, {southern China } and {and}, {user_id} said {transcription}, in an {emotion} voice.|Happy|2022-07-28 14:20:38.334663|Complete|Female|20s|2|wavs/recorded_audio_ZQw4kbg.webm|3
823|He was also a member of the Delta Chi Fraternity.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {also}.|Happy|2022-07-28 14:22:40.671413|Complete|Female|20s|2|wavs/recorded_audio_oyeCBDW.webm|3
824|The song is elaborately arranged with hints of both Latin and Irish folk music.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {elaborately arranged} and {Latin and Irish folk music}.|Disgust|2022-07-28 14:23:10.284203|Complete|Female|20s|4|wavs/recorded_audio_HyzUz4I.webm|3
825|"These are known as the ""armpits""."|"{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {These} and {""armpits""}."|Disgust|2022-07-28 14:23:57.740958|Complete|Female|20s|4|wavs/recorded_audio_Wf9WNgb.webm|3
826|His mother was Beatrice of Provence.|Placing emphasis on {Beatrice of Provence}, {user_id} said {transcription}, in an {emotion} voice.|Sad|2022-07-28 14:24:20.618453|Complete|Female|20s|7|wavs/recorded_audio_lC55bvo.webm|3
827|It was released under the Miramax Home Entertainment label through Buena Vista Home Entertainment.|Placing emphasis on {released}, {user_id} said {transcription}, in an {emotion} voice.|Happy|2022-07-28 14:27:17.678589|Complete|Female|20s|3|wavs/recorded_audio_1O3aLVp.webm|3
828|The film introduced Pakistani actress Meera to Bollywood.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {The film}.|Neutral|2022-07-28 14:28:13.685705|Complete|Female|20s|0|wavs/recorded_audio_ikp7KEd.webm|3
829|"""Yes, indeed"" answered the little woman."|"In an {emotion} voice, {user_id} says {transcription}. emphasising on {""Yes, indeed""}."|Neutral|2022-07-28 14:28:53.029124|Complete|Female|20s|0|wavs/recorded_audio_wpOf6dl.webm|3
830|Originally chouchen was made of cider and honey.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Originally} and {cider and honey}.|Happy|2022-07-28 14:29:39.836135|Complete|Female|20s|2|wavs/recorded_audio_RwFFcYb.webm|3
831|There are additionally several parks nearby towns in the metropolitan area.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {There are} and {metropolitan area}.|Sarcastic|2022-07-28 14:30:31.391389|Complete|Female|20s|1|wavs/recorded_audio_9iH29ey.webm|3
832|This was followed by a celebration of her life in Nashville, Tennessee.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {celebration} and {Nashville, Tennessee}.|Angry|2022-07-28 14:31:16.596134|Complete|Female|20s|9|wavs/recorded_audio_S5ePiqu.webm|3
